Model,Thông tin,Price,Price + Twitter
SE,MAE,210.757138516865,280.49258605957027
SE,MSE,110404.78363000062,156085.6520764272
SE,MAPE,2.495886413680665,3.334500770946182
SE,sMAPE,2.497871942643461,3.3103692301368235
