Model,Thông tin,Price,Price + Twitter
GRU,MAE,35.48726025754112,30.94562301048135
GRU,MSE,8514.646184377163,17305.543257700647
GRU,MAPE,0.7096879492900522,1.1309803320437664
GRU,sMAPE,0.7130993400322344,1.1296130081802198
