Model,Thông tin,Price,Price + Twitter
LSTM,MAE,83.87183475011634,17.25311940233407
LSTM,MSE,17823.031607866047,12605.607080242376
LSTM,MAPE,1.150480356701697,0.8254557633234813
LSTM,sMAPE,1.159769033125973,0.8287468986340958
